sample_id,user_id,fold,label,c1_prediction,t2_prediction,c1_correct,t2_correct,retained_length,length_bucket,outcome
train__c15__user8__3-3-1,user8,1,15,15,15,True,True,65,>=64,both_correct
train__c15__user8__3-3-2,user8,1,15,15,15,True,True,25,16-31,both_correct
train__c15__user8__3-3-3,user8,1,15,15,15,True,True,40,32-63,both_correct
train__c15__user9__7-2-1,user9,0,15,15,15,True,True,23,16-31,both_correct
train__c15__user9__7-2-2,user9,0,15,15,9,True,False,17,16-31,c1_only
train__c15__user9__7-2-3,user9,0,15,10,9,False,False,29,16-31,both_wrong
train__c16__user18__2-1-1,user18,0,16,20,20,False,False,104,>=64,both_wrong
train__c16__user18__2-1-2,user18,0,16,20,20,False,False,108,>=64,both_wrong
train__c16__user18__2-1-3,user18,0,16,20,20,False,False,43,32-63,both_wrong
train__c16__user22__3-2-1,user22,2,16,13,15,False,False,49,32-63,both_wrong
train__c16__user22__3-2-2,user22,2,16,13,15,False,False,32,32-63,both_wrong
train__c16__user22__3-2-3,user22,2,16,13,15,False,False,15,<=15,both_wrong
train__c16__user2__1-1-1,user2,1,16,31,31,False,False,114,>=64,both_wrong
train__c16__user2__1-1-2,user2,1,16,31,31,False,False,77,>=64,both_wrong
train__c16__user2__1-1-3,user2,1,16,31,5,False,False,27,16-31,both_wrong
train__c16__user7__6-1-1,user7,2,16,13,13,False,False,58,32-63,both_wrong
train__c16__user7__6-1-2,user7,2,16,13,13,False,False,64,>=64,both_wrong
train__c16__user7__6-1-3,user7,2,16,13,13,False,False,26,16-31,both_wrong
train__c16__user8__2-1-1,user8,1,16,33,0,False,False,123,>=64,both_wrong
train__c16__user8__2-1-2,user8,1,16,33,33,False,False,68,>=64,both_wrong
train__c16__user8__2-1-3,user8,1,16,33,0,False,False,33,32-63,both_wrong
train__c17__user16__4-1-1,user16,1,17,17,17,True,True,79,>=64,both_correct
train__c17__user16__4-1-2,user16,1,17,17,17,True,True,65,>=64,both_correct
train__c17__user16__4-1-3,user16,1,17,17,17,True,True,63,32-63,both_correct
train__c17__user18__5-1-1,user18,0,17,17,17,True,True,82,>=64,both_correct
train__c17__user18__5-1-2,user18,0,17,17,17,True,True,37,32-63,both_correct
train__c17__user18__5-1-3,user18,0,17,17,17,True,True,21,16-31,both_correct
train__c17__user19__1-2-1,user19,2,17,17,17,True,True,23,16-31,both_correct
train__c17__user19__1-2-2,user19,2,17,17,17,True,True,13,<=15,both_correct
train__c17__user19__1-2-3,user19,2,17,17,22,True,False,24,16-31,c1_only
train__c17__user19__4-1-1,user19,2,17,17,17,True,True,26,16-31,both_correct
train__c17__user19__4-1-2,user19,2,17,17,17,True,True,23,16-31,both_correct
train__c17__user19__4-1-3,user19,2,17,17,17,True,True,13,<=15,both_correct
train__c17__user19__4-3-1,user19,2,17,17,17,True,True,29,16-31,both_correct
train__c17__user19__4-3-2,user19,2,17,22,22,False,False,53,32-63,both_wrong
train__c17__user19__4-3-3,user19,2,17,17,17,True,True,18,16-31,both_correct
train__c17__user19__6-1-1,user19,2,17,17,22,True,False,17,16-31,c1_only
train__c17__user19__6-1-2,user19,2,17,17,17,True,True,8,<=15,both_correct
train__c17__user19__6-1-3,user19,2,17,17,17,True,True,24,16-31,both_correct
train__c17__user1__2-2-1,user1,1,17,17,17,True,True,100,>=64,both_correct
train__c17__user1__2-2-2,user1,1,17,17,17,True,True,114,>=64,both_correct
train__c17__user1__2-2-3,user1,1,17,17,17,True,True,75,>=64,both_correct
train__c17__user1__3-2-1,user1,1,17,17,17,True,True,67,>=64,both_correct
train__c17__user1__3-2-2,user1,1,17,18,17,False,True,66,>=64,t2_only
train__c17__user1__3-2-3,user1,1,17,18,17,False,True,29,16-31,t2_only
train__c17__user20__2-2-1,user20,0,17,17,17,True,True,31,16-31,both_correct
train__c17__user20__2-2-2,user20,0,17,17,17,True,True,22,16-31,both_correct
train__c17__user20__2-2-3,user20,0,17,17,17,True,True,11,<=15,both_correct
train__c17__user20__4-1-1,user20,0,17,24,26,False,False,50,32-63,both_wrong
train__c17__user20__4-1-2,user20,0,17,26,26,False,False,46,32-63,both_wrong
train__c17__user20__4-1-3,user20,0,17,24,26,False,False,56,32-63,both_wrong
train__c17__user20__5-1-1,user20,0,17,17,17,True,True,76,>=64,both_correct
train__c17__user20__5-1-2,user20,0,17,17,17,True,True,29,16-31,both_correct
train__c17__user20__5-1-3,user20,0,17,17,17,True,True,38,32-63,both_correct
train__c17__user22__1-2-1,user22,2,17,22,22,False,False,31,16-31,both_wrong
train__c17__user22__1-2-2,user22,2,17,22,22,False,False,10,<=15,both_wrong
train__c17__user22__1-2-3,user22,2,17,17,17,True,True,11,<=15,both_correct
train__c17__user22__4-1-1,user22,2,17,15,9,False,False,1,<=15,both_wrong
train__c17__user22__4-1-2,user22,2,17,15,15,False,False,45,32-63,both_wrong
train__c17__user22__4-1-3,user22,2,17,15,15,False,False,46,32-63,both_wrong
train__c17__user3__3-2-1,user3,0,17,17,17,True,True,50,32-63,both_correct
train__c17__user3__3-2-2,user3,0,17,17,17,True,True,39,32-63,both_correct
train__c17__user3__3-2-3,user3,0,17,17,17,True,True,57,32-63,both_correct
train__c17__user3__4-1-1,user3,0,17,17,26,True,False,69,>=64,c1_only
train__c17__user3__4-1-2,user3,0,17,17,17,True,True,72,>=64,both_correct
train__c17__user3__4-1-3,user3,0,17,17,17,True,True,55,32-63,both_correct
train__c17__user5__4-1-1,user5,2,17,22,22,False,False,47,32-63,both_wrong
train__c17__user5__4-1-2,user5,2,17,22,22,False,False,54,32-63,both_wrong
train__c17__user5__4-1-3,user5,2,17,22,22,False,False,22,16-31,both_wrong
train__c17__user6__4-1-1,user6,2,17,22,22,False,False,63,32-63,both_wrong
train__c17__user6__4-1-2,user6,2,17,22,22,False,False,65,>=64,both_wrong
train__c17__user6__4-1-3,user6,2,17,21,22,False,False,59,32-63,both_wrong
train__c17__user7__4-1-1,user7,2,17,17,17,True,True,12,<=15,both_correct
train__c17__user7__4-1-2,user7,2,17,17,17,True,True,19,16-31,both_correct
train__c17__user7__4-1-3,user7,2,17,9,9,False,False,19,16-31,both_wrong
train__c17__user7__6-3-1,user7,2,17,17,17,True,True,52,32-63,both_correct
train__c17__user8__5-1-1,user8,1,17,26,26,False,False,36,32-63,both_wrong
train__c17__user8__5-1-2,user8,1,17,26,26,False,False,21,16-31,both_wrong
train__c17__user8__5-1-3,user8,1,17,26,26,False,False,12,<=15,both_wrong
train__c17__user9__1-2-2,user9,0,17,34,17,False,True,14,<=15,t2_only
train__c17__user9__1-2-3,user9,0,17,34,34,False,False,15,<=15,both_wrong
train__c17__user9__4-1-1,user9,0,17,32,17,False,True,21,16-31,t2_only
train__c17__user9__4-1-2,user9,0,17,20,17,False,True,21,16-31,t2_only
train__c17__user9__4-1-3,user9,0,17,34,17,False,True,17,16-31,t2_only
train__c17__user9__4-3-1,user9,0,17,34,17,False,True,54,32-63,t2_only
train__c17__user9__4-3-2,user9,0,17,32,17,False,True,40,32-63,t2_only
train__c17__user9__4-3-3,user9,0,17,20,17,False,True,22,16-31,t2_only
train__c17__user9__6-1-1,user9,0,17,34,17,False,True,17,16-31,t2_only
train__c17__user9__6-1-2,user9,0,17,17,21,True,False,33,32-63,c1_only
train__c17__user9__6-1-3,user9,0,17,32,32,False,False,7,<=15,both_wrong
train__c18__user18__4-1-1,user18,0,18,22,22,False,False,36,32-63,both_wrong
train__c18__user18__4-1-2,user18,0,18,22,22,False,False,3,<=15,both_wrong
train__c18__user18__4-1-3,user18,0,18,8,38,False,False,31,16-31,both_wrong
train__c18__user18__6-2-1,user18,0,18,17,26,False,False,16,16-31,both_wrong
train__c18__user18__6-2-2,user18,0,18,17,18,False,True,6,<=15,t2_only
train__c18__user18__6-2-3,user18,0,18,17,17,False,False,11,<=15,both_wrong
train__c18__user20__2-2-1,user20,0,18,17,17,False,False,14,<=15,both_wrong
train__c18__user20__2-2-2,user20,0,18,17,17,False,False,17,16-31,both_wrong
train__c18__user20__2-2-3,user20,0,18,17,17,False,False,8,<=15,both_wrong
train__c18__user22__3-1-1,user22,2,18,9,9,False,False,31,16-31,both_wrong
train__c18__user22__3-1-2,user22,2,18,9,9,False,False,26,16-31,both_wrong
train__c18__user2__4-1-2,user2,1,18,24,24,False,False,43,32-63,both_wrong
train__c18__user2__4-1-3,user2,1,18,24,24,False,False,18,16-31,both_wrong
train__c18__user2__4-3-1,user2,1,18,22,22,False,False,27,16-31,both_wrong
train__c18__user2__4-3-2,user2,1,18,18,18,True,True,33,32-63,both_correct
train__c18__user2__4-3-3,user2,1,18,18,18,True,True,27,16-31,both_correct
train__c18__user3__3-2-1,user3,0,18,17,17,False,False,66,>=64,both_wrong
train__c18__user3__3-2-2,user3,0,18,17,17,False,False,31,16-31,both_wrong
train__c18__user3__3-2-3,user3,0,18,9,8,False,False,24,16-31,both_wrong
train__c18__user5__4-3-1,user5,2,18,22,22,False,False,12,<=15,both_wrong
train__c18__user5__4-3-3,user5,2,18,18,18,True,True,18,16-31,both_correct
train__c18__user6__4-1-1,user6,2,18,22,22,False,False,74,>=64,both_wrong
train__c18__user6__4-1-2,user6,2,18,22,22,False,False,60,32-63,both_wrong
train__c18__user6__4-1-3,user6,2,18,21,22,False,False,58,32-63,both_wrong
train__c18__user8__6-2-1,user8,1,18,8,7,False,False,27,16-31,both_wrong
train__c18__user8__6-2-2,user8,1,18,8,8,False,False,19,16-31,both_wrong
train__c18__user8__6-2-3,user8,1,18,24,24,False,False,16,16-31,both_wrong
train__c19__user16__4-1-1,user16,1,19,19,19,True,True,41,32-63,both_correct
train__c19__user16__4-1-2,user16,1,19,22,22,False,False,27,16-31,both_wrong
train__c19__user16__4-1-3,user16,1,19,7,7,False,False,32,32-63,both_wrong
train__c19__user18__1-2-1,user18,0,19,23,23,False,False,34,32-63,both_wrong
train__c19__user18__1-2-2,user18,0,19,23,23,False,False,45,32-63,both_wrong
train__c19__user18__1-2-3,user18,0,19,20,29,False,False,37,32-63,both_wrong
train__c19__user18__2-1-1,user18,0,19,23,23,False,False,19,16-31,both_wrong
train__c19__user18__2-1-2,user18,0,19,33,27,False,False,21,16-31,both_wrong
train__c19__user18__2-1-3,user18,0,19,33,33,False,False,21,16-31,both_wrong
train__c19__user21__4-1-1,user21,0,19,26,26,False,False,70,>=64,both_wrong
train__c19__user21__4-1-2,user21,0,19,7,7,False,False,56,32-63,both_wrong
train__c19__user21__4-1-3,user21,0,19,7,7,False,False,30,16-31,both_wrong
train__c19__user22__4-1-1,user22,2,19,6,6,False,False,38,32-63,both_wrong
train__c19__user22__4-1-2,user22,2,19,24,11,False,False,30,16-31,both_wrong
train__c19__user22__4-1-3,user22,2,19,24,11,False,False,32,32-63,both_wrong
train__c19__user2__4-1-1,user2,1,19,19,7,True,False,31,16-31,c1_only
train__c19__user2__4-1-2,user2,1,19,6,6,False,False,19,16-31,both_wrong
train__c19__user2__4-1-3,user2,1,19,19,10,True,False,15,<=15,c1_only
train__c19__user3__3-2-1,user3,0,19,7,7,False,False,34,32-63,both_wrong
train__c19__user3__3-2-2,user3,0,19,7,7,False,False,27,16-31,both_wrong
train__c19__user3__3-2-3,user3,0,19,7,7,False,False,31,16-31,both_wrong
train__c19__user3__4-1-1,user3,0,19,7,7,False,False,52,32-63,both_wrong
train__c19__user3__4-1-2,user3,0,19,7,7,False,False,45,32-63,both_wrong
train__c19__user3__4-1-3,user3,0,19,7,7,False,False,55,32-63,both_wrong
train__c19__user5__4-1-1,user5,2,19,22,22,False,False,61,32-63,both_wrong
train__c19__user5__4-1-2,user5,2,19,22,22,False,False,89,>=64,both_wrong
train__c19__user5__4-1-3,user5,2,19,22,22,False,False,78,>=64,both_wrong
train__c19__user6__4-1-1,user6,2,19,23,23,False,False,23,16-31,both_wrong
train__c19__user6__4-1-2,user6,2,19,22,22,False,False,36,32-63,both_wrong
train__c19__user6__4-1-3,user6,2,19,22,22,False,False,14,<=15,both_wrong
train__c19__user8__1-2-1,user8,1,19,26,26,False,False,9,<=15,both_wrong
train__c19__user8__1-2-2,user8,1,19,26,26,False,False,24,16-31,both_wrong
train__c19__user8__1-2-3,user8,1,19,27,7,False,False,15,<=15,both_wrong
train__c19__user8__2-1-1,user8,1,19,34,34,False,False,28,16-31,both_wrong
train__c19__user8__2-1-3,user8,1,19,8,34,False,False,19,16-31,both_wrong
train__c20__user16__4-1-1,user16,1,20,21,17,False,False,16,16-31,both_wrong
train__c20__user16__4-1-2,user16,1,20,20,20,True,True,26,16-31,both_correct
train__c20__user16__4-1-3,user16,1,20,20,20,True,True,26,16-31,both_correct
train__c20__user16__5-3-1,user16,1,20,21,21,False,False,42,32-63,both_wrong
train__c20__user16__5-3-2,user16,1,20,23,23,False,False,26,16-31,both_wrong
train__c20__user16__5-3-3,user16,1,20,6,23,False,False,28,16-31,both_wrong
train__c20__user16__7-3-1,user16,1,20,20,20,True,True,26,16-31,both_correct
train__c20__user16__7-3-2,user16,1,20,20,20,True,True,34,32-63,both_correct
train__c20__user16__7-3-3,user16,1,20,20,20,True,True,22,16-31,both_correct
train__c20__user18__2-1-1,user18,0,20,23,23,False,False,19,16-31,both_wrong
train__c20__user18__2-1-2,user18,0,20,6,6,False,False,12,<=15,both_wrong
train__c20__user18__2-1-3,user18,0,20,6,23,False,False,13,<=15,both_wrong
train__c20__user18__5-1-1,user18,0,20,23,23,False,False,21,16-31,both_wrong
train__c20__user18__5-1-2,user18,0,20,23,6,False,False,22,16-31,both_wrong
train__c20__user18__5-1-3,user18,0,20,23,23,False,False,16,16-31,both_wrong
train__c20__user18__6-2-1,user18,0,20,23,6,False,False,14,<=15,both_wrong
train__c20__user18__6-2-2,user18,0,20,23,31,False,False,7,<=15,both_wrong
train__c20__user18__6-2-3,user18,0,20,23,31,False,False,9,<=15,both_wrong
train__c20__user19__4-1-1,user19,2,20,20,20,True,True,11,<=15,both_correct
train__c20__user19__4-1-2,user19,2,20,20,20,True,True,9,<=15,both_correct
train__c20__user19__4-1-3,user19,2,20,20,20,True,True,7,<=15,both_correct
train__c20__user19__5-3-1,user19,2,20,20,20,True,True,12,<=15,both_correct
train__c20__user19__5-3-2,user19,2,20,20,20,True,True,14,<=15,both_correct
train__c20__user19__5-3-3,user19,2,20,20,20,True,True,5,<=15,both_correct
train__c20__user1__3-2-1,user1,1,20,11,11,False,False,13,<=15,both_wrong
train__c20__user1__3-2-2,user1,1,20,11,11,False,False,9,<=15,both_wrong
train__c20__user1__3-2-3,user1,1,20,18,17,False,False,4,<=15,both_wrong
train__c20__user1__5-1-1,user1,1,20,6,6,False,False,17,16-31,both_wrong
train__c20__user1__5-1-2,user1,1,20,20,21,True,False,40,32-63,c1_only
train__c20__user1__5-1-3,user1,1,20,6,6,False,False,25,16-31,both_wrong
train__c20__user20__1-1-1,user20,0,20,6,2,False,False,32,32-63,both_wrong
train__c20__user20__1-1-2,user20,0,20,31,31,False,False,18,16-31,both_wrong
train__c20__user20__1-1-3,user20,0,20,6,2,False,False,26,16-31,both_wrong
train__c20__user20__2-2-1,user20,0,20,23,20,False,True,14,<=15,t2_only
train__c20__user20__2-2-2,user20,0,20,23,20,False,True,11,<=15,t2_only
train__c20__user20__2-2-3,user20,0,20,21,20,False,True,4,<=15,t2_only
train__c20__user20__4-1-1,user20,0,20,23,23,False,False,21,16-31,both_wrong
train__c20__user20__4-1-2,user20,0,20,23,23,False,False,6,<=15,both_wrong
train__c20__user20__4-1-3,user20,0,20,23,23,False,False,13,<=15,both_wrong
train__c20__user20__5-1-1,user20,0,20,21,20,False,True,5,<=15,t2_only
train__c20__user20__5-1-2,user20,0,20,21,20,False,True,5,<=15,t2_only
train__c20__user20__5-1-3,user20,0,20,23,20,False,True,11,<=15,t2_only
train__c20__user21__2-2-1,user21,0,20,9,9,False,False,19,16-31,both_wrong
train__c20__user21__2-2-2,user21,0,20,9,9,False,False,8,<=15,both_wrong
train__c20__user21__2-2-3,user21,0,20,6,20,False,True,14,<=15,t2_only
train__c20__user21__6-2-1,user21,0,20,7,39,False,False,28,16-31,both_wrong
train__c20__user21__6-2-2,user21,0,20,7,39,False,False,18,16-31,both_wrong
train__c20__user21__6-2-3,user21,0,20,7,7,False,False,18,16-31,both_wrong
train__c20__user22__6-1-1,user22,2,20,10,10,False,False,15,<=15,both_wrong
train__c20__user22__6-1-2,user22,2,20,10,10,False,False,12,<=15,both_wrong
train__c20__user22__6-1-3,user22,2,20,7,7,False,False,3,<=15,both_wrong
train__c20__user5__4-1-1,user5,2,20,18,22,False,False,16,16-31,both_wrong
train__c20__user5__4-1-2,user5,2,20,22,22,False,False,14,<=15,both_wrong
train__c20__user5__4-1-3,user5,2,20,22,22,False,False,12,<=15,both_wrong
train__c20__user6__4-1-1,user6,2,20,22,22,False,False,25,16-31,both_wrong
train__c20__user6__4-1-2,user6,2,20,22,22,False,False,9,<=15,both_wrong
train__c20__user6__4-1-3,user6,2,20,21,22,False,False,14,<=15,both_wrong
train__c20__user6__5-3-1,user6,2,20,19,19,False,False,17,16-31,both_wrong
train__c20__user6__5-3-2,user6,2,20,19,19,False,False,28,16-31,both_wrong
train__c20__user6__5-3-3,user6,2,20,15,9,False,False,16,16-31,both_wrong
train__c20__user6__6-2-1,user6,2,20,4,4,False,False,12,<=15,both_wrong
train__c20__user6__6-2-2,user6,2,20,4,4,False,False,6,<=15,both_wrong
train__c20__user6__6-2-3,user6,2,20,4,4,False,False,17,16-31,both_wrong
train__c20__user6__7-3-1,user6,2,20,31,31,False,False,12,<=15,both_wrong
train__c20__user6__7-3-2,user6,2,20,31,31,False,False,14,<=15,both_wrong
train__c20__user6__7-3-3,user6,2,20,34,34,False,False,7,<=15,both_wrong
train__c20__user7__4-1-1,user7,2,20,20,20,True,True,11,<=15,both_correct
train__c20__user7__4-1-2,user7,2,20,20,20,True,True,7,<=15,both_correct
train__c20__user7__4-1-3,user7,2,20,29,29,False,False,7,<=15,both_wrong
train__c20__user8__2-1-1,user8,1,20,8,7,False,False,16,16-31,both_wrong
train__c20__user8__2-1-2,user8,1,20,9,10,False,False,20,16-31,both_wrong
train__c20__user8__2-1-3,user8,1,20,15,15,False,False,23,16-31,both_wrong
train__c20__user8__5-1-1,user8,1,20,7,7,False,False,12,<=15,both_wrong
train__c20__user8__5-1-2,user8,1,20,26,26,False,False,15,<=15,both_wrong
train__c20__user8__5-1-3,user8,1,20,12,12,False,False,20,16-31,both_wrong
train__c20__user8__6-2-1,user8,1,20,12,12,False,False,24,16-31,both_wrong
train__c20__user9__5-3-1,user9,0,20,6,6,False,False,11,<=15,both_wrong
train__c20__user9__5-3-2,user9,0,20,6,20,False,True,13,<=15,t2_only
train__c20__user9__5-3-3,user9,0,20,29,29,False,False,9,<=15,both_wrong
train__c20__user9__6-1-1,user9,0,20,21,20,False,True,6,<=15,t2_only
train__c20__user9__6-1-2,user9,0,20,21,21,False,False,5,<=15,both_wrong
train__c20__user9__6-1-3,user9,0,20,17,20,False,True,8,<=15,t2_only
train__c21__user16__4-1-1,user16,1,21,10,10,False,False,25,16-31,both_wrong
train__c21__user16__4-1-2,user16,1,21,22,22,False,False,18,16-31,both_wrong
train__c21__user16__4-1-3,user16,1,21,21,21,True,True,4,<=15,both_correct
train__c21__user16__7-3-1,user16,1,21,9,22,False,False,17,16-31,both_wrong
train__c21__user16__7-3-2,user16,1,21,22,22,False,False,18,16-31,both_wrong
train__c21__user16__7-3-3,user16,1,21,22,22,False,False,4,<=15,both_wrong
train__c21__user18__1-2-1,user18,0,21,29,29,False,False,54,32-63,both_wrong
train__c21__user18__1-2-2,user18,0,21,29,29,False,False,40,32-63,both_wrong
train__c21__user18__1-2-3,user18,0,21,29,29,False,False,48,32-63,both_wrong
train__c21__user18__4-1-1,user18,0,21,17,17,False,False,68,>=64,both_wrong
train__c21__user18__4-1-2,user18,0,21,22,17,False,False,32,32-63,both_wrong
train__c21__user18__4-1-3,user18,0,21,22,22,False,False,65,>=64,both_wrong
train__c21__user19__4-1-1,user19,2,21,21,21,True,True,5,<=15,both_correct
train__c21__user19__4-1-2,user19,2,21,21,21,True,True,8,<=15,both_correct
train__c21__user19__4-1-3,user19,2,21,23,23,False,False,5,<=15,both_wrong
train__c21__user1__6-2-1,user1,1,21,17,17,False,False,30,16-31,both_wrong
train__c21__user1__6-2-2,user1,1,21,10,17,False,False,11,<=15,both_wrong
train__c21__user1__6-2-3,user1,1,21,9,9,False,False,10,<=15,both_wrong
train__c21__user20__4-1-1,user20,0,21,23,23,False,False,66,>=64,both_wrong
train__c21__user20__4-1-2,user20,0,21,23,23,False,False,9,<=15,both_wrong
train__c21__user20__4-1-3,user20,0,21,23,23,False,False,16,16-31,both_wrong
train__c21__user22__1-2-1,user22,2,21,22,21,False,True,29,16-31,t2_only
train__c21__user22__1-2-2,user22,2,21,21,21,True,True,32,32-63,both_correct
train__c21__user22__1-2-3,user22,2,21,21,21,True,True,9,<=15,both_correct
train__c21__user22__4-1-1,user22,2,21,17,18,False,False,9,<=15,both_wrong
train__c21__user22__4-1-2,user22,2,21,32,17,False,False,15,<=15,both_wrong
train__c21__user22__4-1-3,user22,2,21,17,17,False,False,25,16-31,both_wrong
train__c21__user2__3-2-2,user2,1,21,21,21,True,True,7,<=15,both_correct
train__c21__user2__3-2-3,user2,1,21,10,38,False,False,15,<=15,both_wrong
train__c21__user3__4-1-1,user3,0,21,24,26,False,False,105,>=64,both_wrong
train__c21__user3__4-1-2,user3,0,21,24,26,False,False,94,>=64,both_wrong
train__c21__user3__4-1-3,user3,0,21,17,22,False,False,72,>=64,both_wrong
train__c21__user3__5-2-1,user3,0,21,24,26,False,False,99,>=64,both_wrong
train__c21__user3__5-2-2,user3,0,21,7,26,False,False,50,32-63,both_wrong
train__c21__user3__5-2-3,user3,0,21,17,26,False,False,94,>=64,both_wrong
train__c21__user3__6-2-2,user3,0,21,7,7,False,False,31,16-31,both_wrong
train__c21__user3__6-2-3,user3,0,21,20,26,False,False,24,16-31,both_wrong
train__c21__user6__4-1-1,user6,2,21,21,22,True,False,47,32-63,c1_only
train__c21__user6__4-1-2,user6,2,21,21,22,True,False,37,32-63,c1_only
train__c21__user6__4-1-3,user6,2,21,22,22,False,False,26,16-31,both_wrong
train__c21__user6__7-3-1,user6,2,21,22,22,False,False,52,32-63,both_wrong
train__c21__user6__7-3-2,user6,2,21,22,22,False,False,42,32-63,both_wrong
train__c21__user6__7-3-3,user6,2,21,22,22,False,False,48,32-63,both_wrong
train__c21__user7__4-1-1,user7,2,21,21,21,True,True,63,32-63,both_correct
train__c21__user7__4-1-2,user7,2,21,21,21,True,True,46,32-63,both_correct
train__c21__user7__4-1-3,user7,2,21,29,29,False,False,33,32-63,both_wrong
train__c21__user8__1-2-1,user8,1,21,26,26,False,False,49,32-63,both_wrong
train__c21__user8__1-2-2,user8,1,21,24,24,False,False,24,16-31,both_wrong
train__c21__user8__1-2-3,user8,1,21,24,24,False,False,40,32-63,both_wrong
train__c21__user8__4-1-1,user8,1,21,22,22,False,False,73,>=64,both_wrong
train__c21__user8__4-1-2,user8,1,21,22,21,False,True,45,32-63,t2_only
train__c21__user8__4-1-3,user8,1,21,22,22,False,False,32,32-63,both_wrong
train__c21__user9__4-1-1,user9,0,21,20,21,False,True,47,32-63,t2_only
train__c21__user9__4-1-2,user9,0,21,21,21,True,True,37,32-63,both_correct
train__c21__user9__4-1-3,user9,0,21,30,30,False,False,45,32-63,both_wrong
train__c21__user9__6-1-1,user9,0,21,21,21,True,True,47,32-63,both_correct
train__c21__user9__6-1-2,user9,0,21,21,22,True,False,27,16-31,c1_only
train__c21__user9__6-1-3,user9,0,21,17,21,False,True,24,16-31,t2_only
train__c22__user16__4-1-1,user16,1,22,21,21,False,False,47,32-63,both_wrong
train__c22__user16__4-1-2,user16,1,22,22,22,True,True,33,32-63,both_correct
train__c22__user16__4-1-3,user16,1,22,21,21,False,False,48,32-63,both_wrong
train__c22__user16__7-3-1,user16,1,22,22,22,True,True,64,>=64,both_correct
train__c22__user16__7-3-2,user16,1,22,22,22,True,True,68,>=64,both_correct
train__c22__user16__7-3-3,user16,1,22,22,22,True,True,48,32-63,both_correct
train__c22__user18__1-2-1,user18,0,22,7,23,False,False,22,16-31,both_wrong
train__c22__user18__1-2-2,user18,0,22,29,29,False,False,21,16-31,both_wrong
train__c22__user18__1-2-3,user18,0,22,23,23,False,False,23,16-31,both_wrong
train__c22__user18__4-1-1,user18,0,22,17,17,False,False,63,32-63,both_wrong
train__c22__user18__4-1-2,user18,0,22,17,17,False,False,15,<=15,both_wrong
train__c22__user18__4-1-3,user18,0,22,22,22,True,True,31,16-31,both_correct
train__c22__user1__6-2-1,user1,1,22,17,17,False,False,30,16-31,both_wrong
train__c22__user1__6-2-2,user1,1,22,12,17,False,False,19,16-31,both_wrong
train__c22__user1__6-2-3,user1,1,22,9,10,False,False,37,32-63,both_wrong
train__c22__user20__2-2-1,user20,0,22,17,21,False,False,27,16-31,both_wrong
train__c22__user20__2-2-2,user20,0,22,21,21,False,False,31,16-31,both_wrong
train__c22__user20__2-2-3,user20,0,22,21,21,False,False,11,<=15,both_wrong
train__c22__user20__4-1-1,user20,0,22,23,23,False,False,33,32-63,both_wrong
train__c22__user20__4-1-2,user20,0,22,23,23,False,False,29,16-31,both_wrong
train__c22__user20__4-1-3,user20,0,22,23,26,False,False,28,16-31,both_wrong
train__c22__user21__2-2-1,user21,0,22,8,8,False,False,102,>=64,both_wrong
train__c22__user21__2-2-2,user21,0,22,8,8,False,False,66,>=64,both_wrong
train__c22__user21__2-2-3,user21,0,22,8,9,False,False,66,>=64,both_wrong
train__c22__user22__4-1-1,user22,2,22,11,11,False,False,52,32-63,both_wrong
train__c22__user22__4-1-2,user22,2,22,11,11,False,False,39,32-63,both_wrong
train__c22__user22__4-1-3,user22,2,22,11,11,False,False,14,<=15,both_wrong
train__c22__user2__3-2-2,user2,1,22,21,21,False,False,22,16-31,both_wrong
train__c22__user2__3-2-3,user2,1,22,38,38,False,False,37,32-63,both_wrong
train__c22__user3__4-1-1,user3,0,22,23,19,False,False,9,<=15,both_wrong
train__c22__user3__4-1-2,user3,0,22,24,26,False,False,10,<=15,both_wrong
train__c22__user3__4-1-3,user3,0,22,17,22,False,True,63,32-63,t2_only
train__c22__user3__5-2-1,user3,0,22,7,26,False,False,7,<=15,both_wrong
train__c22__user3__5-2-2,user3,0,22,24,26,False,False,8,<=15,both_wrong
train__c22__user3__5-2-3,user3,0,22,7,26,False,False,19,16-31,both_wrong
train__c22__user5__2-1-1,user5,2,22,22,22,True,True,52,32-63,both_correct
train__c22__user5__2-1-2,user5,2,22,17,17,False,False,36,32-63,both_wrong
train__c22__user5__2-1-3,user5,2,22,17,17,False,False,44,32-63,both_wrong
train__c22__user6__4-1-1,user6,2,22,21,22,False,True,35,32-63,t2_only
train__c22__user6__4-1-2,user6,2,22,21,22,False,True,30,16-31,t2_only
train__c22__user6__4-1-3,user6,2,22,22,22,True,True,18,16-31,both_correct
train__c22__user6__7-3-1,user6,2,22,22,22,True,True,42,32-63,both_correct
train__c22__user6__7-3-2,user6,2,22,22,22,True,True,40,32-63,both_correct
train__c22__user6__7-3-3,user6,2,22,22,22,True,True,39,32-63,both_correct
train__c22__user8__4-1-1,user8,1,22,22,22,True,True,65,>=64,both_correct
train__c22__user8__4-1-2,user8,1,22,22,22,True,True,38,32-63,both_correct
train__c22__user8__4-1-3,user8,1,22,22,22,True,True,30,16-31,both_correct
train__c22__user8__6-2-1,user8,1,22,24,24,False,False,27,16-31,both_wrong
train__c22__user8__6-2-2,user8,1,22,26,24,False,False,5,<=15,both_wrong
train__c22__user8__6-2-3,user8,1,22,26,24,False,False,14,<=15,both_wrong
train__c23__user16__4-1-1,user16,1,23,23,23,True,True,51,32-63,both_correct
